run_id,timestamp,machine_name,machine_model,git_branch,git_sha,git_state,worktree_fingerprint,metric,terminal_host,workspace_scope,sample_count,avg_ms,min_ms,max_ms,samples_ms
2026-05-01T18:54:37Z-efe7ae6b2b12-dirty-0b5edcce0f81-yogesh-mac-2024,2026-05-01T18:54:37Z,yogesh-mac-2024,"Mac16,7",alerts-command-palette,efe7ae6b2b12112c354d981ae4a4ec75ec8171e0,dirty,0b5edcce0f819440ce26b7c37f234e67dd69fc7f4a2feb7f6c944769c07bd836,browser_tracked_tab.keyboard_cycle_previous.terminal_tracked_tab,ghostty,secondary,1,149.0,149,149,149
2026-05-01T18:54:37Z-efe7ae6b2b12-dirty-0b5edcce0f81-yogesh-mac-2024,2026-05-01T18:54:37Z,yogesh-mac-2024,"Mac16,7",alerts-command-palette,efe7ae6b2b12112c354d981ae4a4ec75ec8171e0,dirty,0b5edcce0f819440ce26b7c37f234e67dd69fc7f4a2feb7f6c944769c07bd836,browser_tracked_tab.keyboard_cycle_previous.terminal_tracked_tab,ghostty,single,1,132.0,132,132,132
2026-05-01T18:54:37Z-efe7ae6b2b12-dirty-0b5edcce0f81-yogesh-mac-2024,2026-05-01T18:54:37Z,yogesh-mac-2024,"Mac16,7",alerts-command-palette,efe7ae6b2b12112c354d981ae4a4ec75ec8171e0,dirty,0b5edcce0f819440ce26b7c37f234e67dd69fc7f4a2feb7f6c944769c07bd836,browser_tracked_tab.keyboard_cycle_previous.terminal_tracked_tab,iterm2,primary,1,145.0,145,145,145
2026-05-01T18:54:37Z-efe7ae6b2b12-dirty-0b5edcce0f81-yogesh-mac-2024,2026-05-01T18:54:37Z,yogesh-mac-2024,"Mac16,7",alerts-command-palette,efe7ae6b2b12112c354d981ae4a4ec75ec8171e0,dirty,0b5edcce0f819440ce26b7c37f234e67dd69fc7f4a2feb7f6c944769c07bd836,browser_tracked_tab.keyboard_cycle_previous.terminal_tracked_tab,iterm2,secondary,1,145.0,145,145,145
2026-05-01T18:54:37Z-efe7ae6b2b12-dirty-0b5edcce0f81-yogesh-mac-2024,2026-05-01T18:54:37Z,yogesh-mac-2024,"Mac16,7",alerts-command-palette,efe7ae6b2b12112c354d981ae4a4ec75ec8171e0,dirty,0b5edcce0f819440ce26b7c37f234e67dd69fc7f4a2feb7f6c944769c07bd836,browser_tracked_tab.keyboard_cycle_previous.terminal_tracked_tab,iterm2,single,1,131.0,131,131,131
2026-05-01T18:54:37Z-efe7ae6b2b12-dirty-0b5edcce0f81-yogesh-mac-2024,2026-05-01T18:54:37Z,yogesh-mac-2024,"Mac16,7",alerts-command-palette,efe7ae6b2b12112c354d981ae4a4ec75ec8171e0,dirty,0b5edcce0f819440ce26b7c37f234e67dd69fc7f4a2feb7f6c944769c07bd836,browser_untracked_tab.cli_window_focus.browser_tracked_tab,ghostty,single,1,246.0,246,246,246
2026-05-01T18:54:37Z-efe7ae6b2b12-dirty-0b5edcce0f81-yogesh-mac-2024,2026-05-01T18:54:37Z,yogesh-mac-2024,"Mac16,7",alerts-command-palette,efe7ae6b2b12112c354d981ae4a4ec75ec8171e0,dirty,0b5edcce0f819440ce26b7c37f234e67dd69fc7f4a2feb7f6c944769c07bd836,browser_untracked_tab.cli_window_focus.browser_tracked_tab,iterm2,single,1,252.0,252,252,252
2026-05-01T18:54:37Z-efe7ae6b2b12-dirty-0b5edcce0f81-yogesh-mac-2024,2026-05-01T18:54:37Z,yogesh-mac-2024,"Mac16,7",alerts-command-palette,efe7ae6b2b12112c354d981ae4a4ec75ec8171e0,dirty,0b5edcce0f819440ce26b7c37f234e67dd69fc7f4a2feb7f6c944769c07bd836,external_app.keyboard_toggle_main_window.main_window,ghostty,single,5,129.0,115,134,"115,133,132,131,134"
2026-05-01T18:54:37Z-efe7ae6b2b12-dirty-0b5edcce0f81-yogesh-mac-2024,2026-05-01T18:54:37Z,yogesh-mac-2024,"Mac16,7",alerts-command-palette,efe7ae6b2b12112c354d981ae4a4ec75ec8171e0,dirty,0b5edcce0f819440ce26b7c37f234e67dd69fc7f4a2feb7f6c944769c07bd836,external_app.keyboard_toggle_main_window.main_window,iterm2,single,5,126.8,114,139,"114,139,127,119,135"
2026-05-01T18:54:37Z-efe7ae6b2b12-dirty-0b5edcce0f81-yogesh-mac-2024,2026-05-01T18:54:37Z,yogesh-mac-2024,"Mac16,7",alerts-command-palette,efe7ae6b2b12112c354d981ae4a4ec75ec8171e0,dirty,0b5edcce0f819440ce26b7c37f234e67dd69fc7f4a2feb7f6c944769c07bd836,main_window.keyboard_toggle_main_window.external_app,ghostty,single,5,0.0,0,0,"0,0,0,0,0"
2026-05-01T18:54:37Z-efe7ae6b2b12-dirty-0b5edcce0f81-yogesh-mac-2024,2026-05-01T18:54:37Z,yogesh-mac-2024,"Mac16,7",alerts-command-palette,efe7ae6b2b12112c354d981ae4a4ec75ec8171e0,dirty,0b5edcce0f819440ce26b7c37f234e67dd69fc7f4a2feb7f6c944769c07bd836,main_window.keyboard_toggle_main_window.external_app,iterm2,single,5,0.4,0,2,"0,0,0,2,0"
2026-05-01T18:54:37Z-efe7ae6b2b12-dirty-0b5edcce0f81-yogesh-mac-2024,2026-05-01T18:54:37Z,yogesh-mac-2024,"Mac16,7",alerts-command-palette,efe7ae6b2b12112c354d981ae4a4ec75ec8171e0,dirty,0b5edcce0f819440ce26b7c37f234e67dd69fc7f4a2feb7f6c944769c07bd836,spaces_detail_ui.keyboard_window_shortcut.browser_tracked_tab,ghostty,single,1,121.0,121,121,121
2026-05-01T18:54:37Z-efe7ae6b2b12-dirty-0b5edcce0f81-yogesh-mac-2024,2026-05-01T18:54:37Z,yogesh-mac-2024,"Mac16,7",alerts-command-palette,efe7ae6b2b12112c354d981ae4a4ec75ec8171e0,dirty,0b5edcce0f819440ce26b7c37f234e67dd69fc7f4a2feb7f6c944769c07bd836,spaces_detail_ui.keyboard_window_shortcut.browser_tracked_tab,iterm2,single,1,148.0,148,148,148
2026-05-01T18:54:37Z-efe7ae6b2b12-dirty-0b5edcce0f81-yogesh-mac-2024,2026-05-01T18:54:37Z,yogesh-mac-2024,"Mac16,7",alerts-command-palette,efe7ae6b2b12112c354d981ae4a4ec75ec8171e0,dirty,0b5edcce0f819440ce26b7c37f234e67dd69fc7f4a2feb7f6c944769c07bd836,spaces_detail_ui.keyboard_window_shortcut.process_tracked_tab,ghostty,single,1,143.0,143,143,143
2026-05-01T18:54:37Z-efe7ae6b2b12-dirty-0b5edcce0f81-yogesh-mac-2024,2026-05-01T18:54:37Z,yogesh-mac-2024,"Mac16,7",alerts-command-palette,efe7ae6b2b12112c354d981ae4a4ec75ec8171e0,dirty,0b5edcce0f819440ce26b7c37f234e67dd69fc7f4a2feb7f6c944769c07bd836,spaces_detail_ui.keyboard_window_shortcut.process_tracked_tab,iterm2,single,1,157.0,157,157,157
2026-05-01T18:54:37Z-efe7ae6b2b12-dirty-0b5edcce0f81-yogesh-mac-2024,2026-05-01T18:54:37Z,yogesh-mac-2024,"Mac16,7",alerts-command-palette,efe7ae6b2b12112c354d981ae4a4ec75ec8171e0,dirty,0b5edcce0f819440ce26b7c37f234e67dd69fc7f4a2feb7f6c944769c07bd836,terminal_tracked_tab.keyboard_cycle_next.browser_tracked_tab,ghostty,primary,1,144.0,144,144,144
2026-05-01T18:54:37Z-efe7ae6b2b12-dirty-0b5edcce0f81-yogesh-mac-2024,2026-05-01T18:54:37Z,yogesh-mac-2024,"Mac16,7",alerts-command-palette,efe7ae6b2b12112c354d981ae4a4ec75ec8171e0,dirty,0b5edcce0f819440ce26b7c37f234e67dd69fc7f4a2feb7f6c944769c07bd836,terminal_tracked_tab.keyboard_cycle_next.browser_tracked_tab,ghostty,secondary,1,144.0,144,144,144
2026-05-01T18:54:37Z-efe7ae6b2b12-dirty-0b5edcce0f81-yogesh-mac-2024,2026-05-01T18:54:37Z,yogesh-mac-2024,"Mac16,7",alerts-command-palette,efe7ae6b2b12112c354d981ae4a4ec75ec8171e0,dirty,0b5edcce0f819440ce26b7c37f234e67dd69fc7f4a2feb7f6c944769c07bd836,terminal_tracked_tab.keyboard_cycle_next.browser_tracked_tab,ghostty,single,1,143.0,143,143,143
2026-05-01T18:54:37Z-efe7ae6b2b12-dirty-0b5edcce0f81-yogesh-mac-2024,2026-05-01T18:54:37Z,yogesh-mac-2024,"Mac16,7",alerts-command-palette,efe7ae6b2b12112c354d981ae4a4ec75ec8171e0,dirty,0b5edcce0f819440ce26b7c37f234e67dd69fc7f4a2feb7f6c944769c07bd836,terminal_tracked_tab.keyboard_cycle_next.browser_tracked_tab,iterm2,primary,1,170.0,170,170,170
2026-05-01T18:54:37Z-efe7ae6b2b12-dirty-0b5edcce0f81-yogesh-mac-2024,2026-05-01T18:54:37Z,yogesh-mac-2024,"Mac16,7",alerts-command-palette,efe7ae6b2b12112c354d981ae4a4ec75ec8171e0,dirty,0b5edcce0f819440ce26b7c37f234e67dd69fc7f4a2feb7f6c944769c07bd836,terminal_tracked_tab.keyboard_cycle_next.browser_tracked_tab,iterm2,secondary,1,170.0,170,170,170
2026-05-01T18:54:37Z-efe7ae6b2b12-dirty-0b5edcce0f81-yogesh-mac-2024,2026-05-01T18:54:37Z,yogesh-mac-2024,"Mac16,7",alerts-command-palette,efe7ae6b2b12112c354d981ae4a4ec75ec8171e0,dirty,0b5edcce0f819440ce26b7c37f234e67dd69fc7f4a2feb7f6c944769c07bd836,terminal_tracked_tab.keyboard_cycle_next.browser_tracked_tab,iterm2,single,1,173.0,173,173,173
2026-05-01T18:54:37Z-efe7ae6b2b12-dirty-0b5edcce0f81-yogesh-mac-2024,2026-05-01T18:54:37Z,yogesh-mac-2024,"Mac16,7",alerts-command-palette,efe7ae6b2b12112c354d981ae4a4ec75ec8171e0,dirty,0b5edcce0f819440ce26b7c37f234e67dd69fc7f4a2feb7f6c944769c07bd836,terminal_untracked_tab.cli_window_focus.process_tracked_tab,ghostty,single,1,127.0,127,127,127
2026-05-01T18:54:37Z-efe7ae6b2b12-dirty-0b5edcce0f81-yogesh-mac-2024,2026-05-01T18:54:37Z,yogesh-mac-2024,"Mac16,7",alerts-command-palette,efe7ae6b2b12112c354d981ae4a4ec75ec8171e0,dirty,0b5edcce0f819440ce26b7c37f234e67dd69fc7f4a2feb7f6c944769c07bd836,terminal_untracked_tab.cli_window_focus.process_tracked_tab,iterm2,single,1,244.0,244,244,244
2026-05-01T19:15:38Z-c463029f8a46-dirty-898919e36459-yogesh-mac-2024,2026-05-01T19:15:38Z,yogesh-mac-2024,"Mac16,7",alerts-command-palette,c463029f8a468c26ecaf786e6c2609fa91c0f30b,dirty,898919e364599f3da6f6a10955115a8843be8407d9e42c98c63c2f0c4ebb8f0a,browser_tracked_tab.keyboard_cycle_previous.terminal_tracked_tab,ghostty,primary,1,150.0,150,150,150
2026-05-01T19:15:38Z-c463029f8a46-dirty-898919e36459-yogesh-mac-2024,2026-05-01T19:15:38Z,yogesh-mac-2024,"Mac16,7",alerts-command-palette,c463029f8a468c26ecaf786e6c2609fa91c0f30b,dirty,898919e364599f3da6f6a10955115a8843be8407d9e42c98c63c2f0c4ebb8f0a,browser_tracked_tab.keyboard_cycle_previous.terminal_tracked_tab,ghostty,secondary,1,150.0,150,150,150
2026-05-01T19:15:38Z-c463029f8a46-dirty-898919e36459-yogesh-mac-2024,2026-05-01T19:15:38Z,yogesh-mac-2024,"Mac16,7",alerts-command-palette,c463029f8a468c26ecaf786e6c2609fa91c0f30b,dirty,898919e364599f3da6f6a10955115a8843be8407d9e42c98c63c2f0c4ebb8f0a,browser_tracked_tab.keyboard_cycle_previous.terminal_tracked_tab,ghostty,single,1,180.0,180,180,180
2026-05-01T19:15:38Z-c463029f8a46-dirty-898919e36459-yogesh-mac-2024,2026-05-01T19:15:38Z,yogesh-mac-2024,"Mac16,7",alerts-command-palette,c463029f8a468c26ecaf786e6c2609fa91c0f30b,dirty,898919e364599f3da6f6a10955115a8843be8407d9e42c98c63c2f0c4ebb8f0a,browser_tracked_tab.keyboard_cycle_previous.terminal_tracked_tab,iterm2,primary,1,151.0,151,151,151
2026-05-01T19:15:38Z-c463029f8a46-dirty-898919e36459-yogesh-mac-2024,2026-05-01T19:15:38Z,yogesh-mac-2024,"Mac16,7",alerts-command-palette,c463029f8a468c26ecaf786e6c2609fa91c0f30b,dirty,898919e364599f3da6f6a10955115a8843be8407d9e42c98c63c2f0c4ebb8f0a,browser_tracked_tab.keyboard_cycle_previous.terminal_tracked_tab,iterm2,secondary,1,151.0,151,151,151
2026-05-01T19:15:38Z-c463029f8a46-dirty-898919e36459-yogesh-mac-2024,2026-05-01T19:15:38Z,yogesh-mac-2024,"Mac16,7",alerts-command-palette,c463029f8a468c26ecaf786e6c2609fa91c0f30b,dirty,898919e364599f3da6f6a10955115a8843be8407d9e42c98c63c2f0c4ebb8f0a,browser_tracked_tab.keyboard_cycle_previous.terminal_tracked_tab,iterm2,single,1,155.0,155,155,155
2026-05-01T19:15:38Z-c463029f8a46-dirty-898919e36459-yogesh-mac-2024,2026-05-01T19:15:38Z,yogesh-mac-2024,"Mac16,7",alerts-command-palette,c463029f8a468c26ecaf786e6c2609fa91c0f30b,dirty,898919e364599f3da6f6a10955115a8843be8407d9e42c98c63c2f0c4ebb8f0a,browser_untracked_tab.cli_window_focus.browser_tracked_tab,ghostty,single,1,254.0,254,254,254
2026-05-01T19:15:38Z-c463029f8a46-dirty-898919e36459-yogesh-mac-2024,2026-05-01T19:15:38Z,yogesh-mac-2024,"Mac16,7",alerts-command-palette,c463029f8a468c26ecaf786e6c2609fa91c0f30b,dirty,898919e364599f3da6f6a10955115a8843be8407d9e42c98c63c2f0c4ebb8f0a,browser_untracked_tab.cli_window_focus.browser_tracked_tab,iterm2,single,1,243.0,243,243,243
2026-05-01T19:15:38Z-c463029f8a46-dirty-898919e36459-yogesh-mac-2024,2026-05-01T19:15:38Z,yogesh-mac-2024,"Mac16,7",alerts-command-palette,c463029f8a468c26ecaf786e6c2609fa91c0f30b,dirty,898919e364599f3da6f6a10955115a8843be8407d9e42c98c63c2f0c4ebb8f0a,external_app.keyboard_toggle_main_window.main_window,ghostty,single,5,135.0,131,139,"131,137,139,134,134"
2026-05-01T19:15:38Z-c463029f8a46-dirty-898919e36459-yogesh-mac-2024,2026-05-01T19:15:38Z,yogesh-mac-2024,"Mac16,7",alerts-command-palette,c463029f8a468c26ecaf786e6c2609fa91c0f30b,dirty,898919e364599f3da6f6a10955115a8843be8407d9e42c98c63c2f0c4ebb8f0a,external_app.keyboard_toggle_main_window.main_window,iterm2,single,5,134.2,130,143,"143,131,132,130,135"
2026-05-01T19:15:38Z-c463029f8a46-dirty-898919e36459-yogesh-mac-2024,2026-05-01T19:15:38Z,yogesh-mac-2024,"Mac16,7",alerts-command-palette,c463029f8a468c26ecaf786e6c2609fa91c0f30b,dirty,898919e364599f3da6f6a10955115a8843be8407d9e42c98c63c2f0c4ebb8f0a,main_window.keyboard_toggle_main_window.external_app,ghostty,single,5,0.0,0,0,"0,0,0,0,0"
2026-05-01T19:15:38Z-c463029f8a46-dirty-898919e36459-yogesh-mac-2024,2026-05-01T19:15:38Z,yogesh-mac-2024,"Mac16,7",alerts-command-palette,c463029f8a468c26ecaf786e6c2609fa91c0f30b,dirty,898919e364599f3da6f6a10955115a8843be8407d9e42c98c63c2f0c4ebb8f0a,main_window.keyboard_toggle_main_window.external_app,iterm2,single,5,0.2,0,1,"0,0,1,0,0"
2026-05-01T19:15:38Z-c463029f8a46-dirty-898919e36459-yogesh-mac-2024,2026-05-01T19:15:38Z,yogesh-mac-2024,"Mac16,7",alerts-command-palette,c463029f8a468c26ecaf786e6c2609fa91c0f30b,dirty,898919e364599f3da6f6a10955115a8843be8407d9e42c98c63c2f0c4ebb8f0a,spaces_detail_ui.keyboard_window_shortcut.browser_tracked_tab,ghostty,single,1,160.0,160,160,160
2026-05-01T19:15:38Z-c463029f8a46-dirty-898919e36459-yogesh-mac-2024,2026-05-01T19:15:38Z,yogesh-mac-2024,"Mac16,7",alerts-command-palette,c463029f8a468c26ecaf786e6c2609fa91c0f30b,dirty,898919e364599f3da6f6a10955115a8843be8407d9e42c98c63c2f0c4ebb8f0a,spaces_detail_ui.keyboard_window_shortcut.browser_tracked_tab,iterm2,single,1,142.0,142,142,142
2026-05-01T19:15:38Z-c463029f8a46-dirty-898919e36459-yogesh-mac-2024,2026-05-01T19:15:38Z,yogesh-mac-2024,"Mac16,7",alerts-command-palette,c463029f8a468c26ecaf786e6c2609fa91c0f30b,dirty,898919e364599f3da6f6a10955115a8843be8407d9e42c98c63c2f0c4ebb8f0a,spaces_detail_ui.keyboard_window_shortcut.process_tracked_tab,ghostty,single,1,139.0,139,139,139
2026-05-01T19:15:38Z-c463029f8a46-dirty-898919e36459-yogesh-mac-2024,2026-05-01T19:15:38Z,yogesh-mac-2024,"Mac16,7",alerts-command-palette,c463029f8a468c26ecaf786e6c2609fa91c0f30b,dirty,898919e364599f3da6f6a10955115a8843be8407d9e42c98c63c2f0c4ebb8f0a,spaces_detail_ui.keyboard_window_shortcut.process_tracked_tab,iterm2,single,1,152.0,152,152,152
2026-05-01T19:15:38Z-c463029f8a46-dirty-898919e36459-yogesh-mac-2024,2026-05-01T19:15:38Z,yogesh-mac-2024,"Mac16,7",alerts-command-palette,c463029f8a468c26ecaf786e6c2609fa91c0f30b,dirty,898919e364599f3da6f6a10955115a8843be8407d9e42c98c63c2f0c4ebb8f0a,terminal_tracked_tab.keyboard_cycle_next.browser_tracked_tab,ghostty,primary,1,137.0,137,137,137
2026-05-01T19:15:38Z-c463029f8a46-dirty-898919e36459-yogesh-mac-2024,2026-05-01T19:15:38Z,yogesh-mac-2024,"Mac16,7",alerts-command-palette,c463029f8a468c26ecaf786e6c2609fa91c0f30b,dirty,898919e364599f3da6f6a10955115a8843be8407d9e42c98c63c2f0c4ebb8f0a,terminal_tracked_tab.keyboard_cycle_next.browser_tracked_tab,ghostty,secondary,1,137.0,137,137,137
2026-05-01T19:15:38Z-c463029f8a46-dirty-898919e36459-yogesh-mac-2024,2026-05-01T19:15:38Z,yogesh-mac-2024,"Mac16,7",alerts-command-palette,c463029f8a468c26ecaf786e6c2609fa91c0f30b,dirty,898919e364599f3da6f6a10955115a8843be8407d9e42c98c63c2f0c4ebb8f0a,terminal_tracked_tab.keyboard_cycle_next.browser_tracked_tab,ghostty,single,1,139.0,139,139,139
2026-05-01T19:15:38Z-c463029f8a46-dirty-898919e36459-yogesh-mac-2024,2026-05-01T19:15:38Z,yogesh-mac-2024,"Mac16,7",alerts-command-palette,c463029f8a468c26ecaf786e6c2609fa91c0f30b,dirty,898919e364599f3da6f6a10955115a8843be8407d9e42c98c63c2f0c4ebb8f0a,terminal_tracked_tab.keyboard_cycle_next.browser_tracked_tab,iterm2,primary,1,175.0,175,175,175
2026-05-01T19:15:38Z-c463029f8a46-dirty-898919e36459-yogesh-mac-2024,2026-05-01T19:15:38Z,yogesh-mac-2024,"Mac16,7",alerts-command-palette,c463029f8a468c26ecaf786e6c2609fa91c0f30b,dirty,898919e364599f3da6f6a10955115a8843be8407d9e42c98c63c2f0c4ebb8f0a,terminal_tracked_tab.keyboard_cycle_next.browser_tracked_tab,iterm2,secondary,1,175.0,175,175,175
2026-05-01T19:15:38Z-c463029f8a46-dirty-898919e36459-yogesh-mac-2024,2026-05-01T19:15:38Z,yogesh-mac-2024,"Mac16,7",alerts-command-palette,c463029f8a468c26ecaf786e6c2609fa91c0f30b,dirty,898919e364599f3da6f6a10955115a8843be8407d9e42c98c63c2f0c4ebb8f0a,terminal_tracked_tab.keyboard_cycle_next.browser_tracked_tab,iterm2,single,1,164.0,164,164,164
2026-05-01T19:15:38Z-c463029f8a46-dirty-898919e36459-yogesh-mac-2024,2026-05-01T19:15:38Z,yogesh-mac-2024,"Mac16,7",alerts-command-palette,c463029f8a468c26ecaf786e6c2609fa91c0f30b,dirty,898919e364599f3da6f6a10955115a8843be8407d9e42c98c63c2f0c4ebb8f0a,terminal_untracked_tab.cli_window_focus.process_tracked_tab,ghostty,single,1,130.0,130,130,130
2026-05-01T19:15:38Z-c463029f8a46-dirty-898919e36459-yogesh-mac-2024,2026-05-01T19:15:38Z,yogesh-mac-2024,"Mac16,7",alerts-command-palette,c463029f8a468c26ecaf786e6c2609fa91c0f30b,dirty,898919e364599f3da6f6a10955115a8843be8407d9e42c98c63c2f0c4ebb8f0a,terminal_untracked_tab.cli_window_focus.process_tracked_tab,iterm2,single,1,264.0,264,264,264
2026-05-01T21:54:58Z-29a56c1ddb50-dirty-26f2eceae6e3-yogesh-mac-2024,2026-05-01T21:54:58Z,yogesh-mac-2024,"Mac16,7",alerts-command-palette,29a56c1ddb509938149057585e6e7a4e620da6b6,dirty,26f2eceae6e3c24a05fabf10c761d245c398f146524d29d65f8aa4bd2e4277e4,browser_tracked_tab.keyboard_cycle_previous.terminal_tracked_tab,ghostty,primary,1,125.0,125,125,125
2026-05-01T21:54:58Z-29a56c1ddb50-dirty-26f2eceae6e3-yogesh-mac-2024,2026-05-01T21:54:58Z,yogesh-mac-2024,"Mac16,7",alerts-command-palette,29a56c1ddb509938149057585e6e7a4e620da6b6,dirty,26f2eceae6e3c24a05fabf10c761d245c398f146524d29d65f8aa4bd2e4277e4,browser_tracked_tab.keyboard_cycle_previous.terminal_tracked_tab,ghostty,secondary,1,125.0,125,125,125
2026-05-01T21:54:58Z-29a56c1ddb50-dirty-26f2eceae6e3-yogesh-mac-2024,2026-05-01T21:54:58Z,yogesh-mac-2024,"Mac16,7",alerts-command-palette,29a56c1ddb509938149057585e6e7a4e620da6b6,dirty,26f2eceae6e3c24a05fabf10c761d245c398f146524d29d65f8aa4bd2e4277e4,browser_tracked_tab.keyboard_cycle_previous.terminal_tracked_tab,ghostty,single,1,149.0,149,149,149
2026-05-01T21:54:58Z-29a56c1ddb50-dirty-26f2eceae6e3-yogesh-mac-2024,2026-05-01T21:54:58Z,yogesh-mac-2024,"Mac16,7",alerts-command-palette,29a56c1ddb509938149057585e6e7a4e620da6b6,dirty,26f2eceae6e3c24a05fabf10c761d245c398f146524d29d65f8aa4bd2e4277e4,browser_tracked_tab.keyboard_cycle_previous.terminal_tracked_tab,iterm2,primary,1,126.0,126,126,126
2026-05-01T21:54:58Z-29a56c1ddb50-dirty-26f2eceae6e3-yogesh-mac-2024,2026-05-01T21:54:58Z,yogesh-mac-2024,"Mac16,7",alerts-command-palette,29a56c1ddb509938149057585e6e7a4e620da6b6,dirty,26f2eceae6e3c24a05fabf10c761d245c398f146524d29d65f8aa4bd2e4277e4,browser_tracked_tab.keyboard_cycle_previous.terminal_tracked_tab,iterm2,secondary,1,126.0,126,126,126
2026-05-01T21:54:58Z-29a56c1ddb50-dirty-26f2eceae6e3-yogesh-mac-2024,2026-05-01T21:54:58Z,yogesh-mac-2024,"Mac16,7",alerts-command-palette,29a56c1ddb509938149057585e6e7a4e620da6b6,dirty,26f2eceae6e3c24a05fabf10c761d245c398f146524d29d65f8aa4bd2e4277e4,browser_tracked_tab.keyboard_cycle_previous.terminal_tracked_tab,iterm2,single,1,131.0,131,131,131
2026-05-01T21:54:58Z-29a56c1ddb50-dirty-26f2eceae6e3-yogesh-mac-2024,2026-05-01T21:54:58Z,yogesh-mac-2024,"Mac16,7",alerts-command-palette,29a56c1ddb509938149057585e6e7a4e620da6b6,dirty,26f2eceae6e3c24a05fabf10c761d245c398f146524d29d65f8aa4bd2e4277e4,browser_untracked_tab.cli_window_focus.browser_tracked_tab,ghostty,single,1,139.0,139,139,139
2026-05-01T21:54:58Z-29a56c1ddb50-dirty-26f2eceae6e3-yogesh-mac-2024,2026-05-01T21:54:58Z,yogesh-mac-2024,"Mac16,7",alerts-command-palette,29a56c1ddb509938149057585e6e7a4e620da6b6,dirty,26f2eceae6e3c24a05fabf10c761d245c398f146524d29d65f8aa4bd2e4277e4,browser_untracked_tab.cli_window_focus.browser_tracked_tab,iterm2,single,1,220.0,220,220,220
2026-05-01T21:54:58Z-29a56c1ddb50-dirty-26f2eceae6e3-yogesh-mac-2024,2026-05-01T21:54:58Z,yogesh-mac-2024,"Mac16,7",alerts-command-palette,29a56c1ddb509938149057585e6e7a4e620da6b6,dirty,26f2eceae6e3c24a05fabf10c761d245c398f146524d29d65f8aa4bd2e4277e4,external_app.keyboard_toggle_main_window.main_window,ghostty,single,5,129.2,120,135,"120,132,127,135,132"
2026-05-01T21:54:58Z-29a56c1ddb50-dirty-26f2eceae6e3-yogesh-mac-2024,2026-05-01T21:54:58Z,yogesh-mac-2024,"Mac16,7",alerts-command-palette,29a56c1ddb509938149057585e6e7a4e620da6b6,dirty,26f2eceae6e3c24a05fabf10c761d245c398f146524d29d65f8aa4bd2e4277e4,external_app.keyboard_toggle_main_window.main_window,iterm2,single,5,131.4,119,147,"127,147,130,119,134"
2026-05-01T21:54:58Z-29a56c1ddb50-dirty-26f2eceae6e3-yogesh-mac-2024,2026-05-01T21:54:58Z,yogesh-mac-2024,"Mac16,7",alerts-command-palette,29a56c1ddb509938149057585e6e7a4e620da6b6,dirty,26f2eceae6e3c24a05fabf10c761d245c398f146524d29d65f8aa4bd2e4277e4,main_window.keyboard_toggle_main_window.external_app,ghostty,single,5,0.0,0,0,"0,0,0,0,0"
2026-05-01T21:54:58Z-29a56c1ddb50-dirty-26f2eceae6e3-yogesh-mac-2024,2026-05-01T21:54:58Z,yogesh-mac-2024,"Mac16,7",alerts-command-palette,29a56c1ddb509938149057585e6e7a4e620da6b6,dirty,26f2eceae6e3c24a05fabf10c761d245c398f146524d29d65f8aa4bd2e4277e4,main_window.keyboard_toggle_main_window.external_app,iterm2,single,5,0.0,0,0,"0,0,0,0,0"
2026-05-01T21:54:58Z-29a56c1ddb50-dirty-26f2eceae6e3-yogesh-mac-2024,2026-05-01T21:54:58Z,yogesh-mac-2024,"Mac16,7",alerts-command-palette,29a56c1ddb509938149057585e6e7a4e620da6b6,dirty,26f2eceae6e3c24a05fabf10c761d245c398f146524d29d65f8aa4bd2e4277e4,spaces_detail_ui.keyboard_window_shortcut.browser_tracked_tab,ghostty,single,1,127.0,127,127,127
2026-05-01T21:54:58Z-29a56c1ddb50-dirty-26f2eceae6e3-yogesh-mac-2024,2026-05-01T21:54:58Z,yogesh-mac-2024,"Mac16,7",alerts-command-palette,29a56c1ddb509938149057585e6e7a4e620da6b6,dirty,26f2eceae6e3c24a05fabf10c761d245c398f146524d29d65f8aa4bd2e4277e4,spaces_detail_ui.keyboard_window_shortcut.browser_tracked_tab,iterm2,single,1,125.0,125,125,125
2026-05-01T21:54:58Z-29a56c1ddb50-dirty-26f2eceae6e3-yogesh-mac-2024,2026-05-01T21:54:58Z,yogesh-mac-2024,"Mac16,7",alerts-command-palette,29a56c1ddb509938149057585e6e7a4e620da6b6,dirty,26f2eceae6e3c24a05fabf10c761d245c398f146524d29d65f8aa4bd2e4277e4,spaces_detail_ui.keyboard_window_shortcut.process_tracked_tab,ghostty,single,1,164.0,164,164,164
2026-05-01T21:54:58Z-29a56c1ddb50-dirty-26f2eceae6e3-yogesh-mac-2024,2026-05-01T21:54:58Z,yogesh-mac-2024,"Mac16,7",alerts-command-palette,29a56c1ddb509938149057585e6e7a4e620da6b6,dirty,26f2eceae6e3c24a05fabf10c761d245c398f146524d29d65f8aa4bd2e4277e4,spaces_detail_ui.keyboard_window_shortcut.process_tracked_tab,iterm2,single,1,152.0,152,152,152
